SkillID;SkillName;SkillLevel;SkillDmgToArmor;SkillDmgToShield;Cost;Acc;StunChance;KnockoutChance;ChillChance;FlameChance;UpliftChance;SelfShieldDrain;SkillType;SkillDescription;SkillTarget
132;Osobliwoœæ;5AA;0;0;8;5;0;0;0;0;100;0;Biotyczne;Blablabla;target
133;Osobliwoœæ;5AB;0;0;8;5;0;0;0;0;100;0;Biotyczne;Blablabla;target
134;Osobliwoœæ;5BA;0;0;8;5;0;0;0;0;100;0;Biotyczne;Blablabla;target
135;Osobliwoœæ;5BB;0;0;8;5;0;0;0;0;100;0;Biotyczne;Blablabla;target
136;Osobliwoœæ;6AAA;70;70;8;5;0;0;0;0;100;0;Biotyczne;Blablabla;target
137;Osobliwoœæ;6AAB;0;0;8;5;0;0;0;0;100;0;Biotyczne;Blablabla;target
138;Osobliwoœæ;6ABB;0;0;8;5;0;0;0;0;100;0;Biotyczne;Blablabla;target
139;Osobliwoœæ;6BBB;0;0;8;5;0;0;0;0;100;0;Biotyczne;Blablabla;target
140;Osobliwoœæ;6BBA;70;70;8;5;0;0;0;0;100;0;Biotyczne;Blablabla;target
141;Osobliwoœæ;6BAA;70;70;8;5;0;0;0;0;100;0;Biotyczne;Blablabla;target
142;Osobliwoœæ;6ABA;70;70;8;5;0;0;0;0;100;0;Biotyczne;Blablabla;target
143;Osobliwoœæ;6BAB;0;0;8;5;0;0;0;0;100;0;Biotyczne;Blablabla;target
144;Zastój;1;0;0;10;0;0;0;0;0;0;0;Biotyczne;Blablabla;target
145;Zastój;2;0;0;10;5;0;0;0;0;0;0;Biotyczne;Blablabla;target
146;Zastój;3;0;0;10;5;0;0;0;0;0;0;Biotyczne;Blablabla;target
147;Zastój;4A;0;0;10;5;0;0;0;0;0;0;Biotyczne;Blablabla;target
148;Zastój;4B;0;0;10;5;0;0;0;0;0;0;Biotyczne;Blablabla;target
149;Zastój;5AA;0;0;10;5;0;0;0;0;0;0;Biotyczne;Blablabla;target
150;Zastój;5AB;0;0;9;5;0;0;0;0;0;0;Biotyczne;Blablabla;target
151;Zastój;5BA;0;0;10;5;0;0;0;0;0;0;Biotyczne;Blablabla;target
152;Zastój;5BB;0;0;9;5;0;0;0;0;0;0;Biotyczne;Blablabla;target
153;Zastój;6AAA;0;0;10;5;0;0;0;0;0;0;Biotyczne;Blablabla;target
154;Zastój;6AAB;0;0;10;5;0;0;0;0;0;0;Biotyczne;Blablabla;target
155;Zastój;6ABB;0;0;9;5;0;0;0;0;0;0;Biotyczne;Blablabla;target
156;Zastój;6BBB;0;0;9;5;0;0;0;0;0;0;Biotyczne;Blablabla;target
157;Zastój;6BBA;0;0;9;5;0;0;0;0;0;0;Biotyczne;Blablabla;target
158;Zastój;6BAA;0;0;10;5;0;0;0;0;0;0;Biotyczne;Blablabla;target
159;Zastój;6ABA;0;0;9;5;0;0;0;0;0;0;Biotyczne;Blablabla;target
160;Zastój;6BAB;0;0;10;5;0;0;0;0;0;0;Biotyczne;Blablabla;target
161;Kula Biotyczna;1;0;0;10;0;0;0;0;0;0;0;Biotyczne;Kula biotyczna to generowana wokó³ u¿ytkownika sfera chroni¹ca osoby bêd¹ce wewn¹trz niej w momencie tworzenia siê i utrudniaj¹ca trafienie ich przez osoby na zewn¹trz. U¿ytkownik nie wybiera, kogo kula rozpoznaje jako sojusznika, a kogo jako przeciwnika - decyduje o tym kto znalaz³ siê w promieniu jej dzia³ania w momencie stworzenia.;self
162;Kula Biotyczna;2;0;0;10;5;0;0;0;0;0;0;Biotyczne;Kula biotyczna to generowana wokó³ u¿ytkownika sfera chroni¹ca osoby bêd¹ce wewn¹trz niej w momencie tworzenia siê i utrudniaj¹ca trafienie ich przez osoby na zewn¹trz. U¿ytkownik nie wybiera, kogo kula rozpoznaje jako sojusznika, a kogo jako przeciwnika - decyduje o tym kto znalaz³ siê w promieniu jej dzia³ania w momencie stworzenia.;self
163;Kula Biotyczna;3;0;0;10;5;0;0;0;0;0;0;Biotyczne;Kula biotyczna to generowana wokó³ u¿ytkownika sfera chroni¹ca osoby bêd¹ce wewn¹trz niej w momencie tworzenia siê i utrudniaj¹ca trafienie ich przez osoby na zewn¹trz. U¿ytkownik nie wybiera, kogo kula rozpoznaje jako sojusznika, a kogo jako przeciwnika - decyduje o tym kto znalaz³ siê w promieniu jej dzia³ania w momencie stworzenia.;self
164;Kula Biotyczna;4A;0;0;10;5;0;0;0;0;0;0;Biotyczne;Kula biotyczna to generowana wokó³ u¿ytkownika sfera chroni¹ca osoby bêd¹ce wewn¹trz niej w momencie tworzenia siê i utrudniaj¹ca trafienie ich przez osoby na zewn¹trz. U¿ytkownik nie wybiera, kogo kula rozpoznaje jako sojusznika, a kogo jako przeciwnika - decyduje o tym kto znalaz³ siê w promieniu jej dzia³ania w momencie stworzenia.;self
165;Kula Biotyczna;4B;0;0;10;5;0;0;0;0;0;0;Biotyczne;Kula biotyczna to generowana wokó³ u¿ytkownika sfera chroni¹ca osoby bêd¹ce wewn¹trz niej w momencie tworzenia siê i utrudniaj¹ca trafienie ich przez osoby na zewn¹trz. U¿ytkownik nie wybiera, kogo kula rozpoznaje jako sojusznika, a kogo jako przeciwnika - decyduje o tym kto znalaz³ siê w promieniu jej dzia³ania w momencie stworzenia.;self
166;Kula Biotyczna;5AA;0;0;10;5;0;0;0;0;0;0;Biotyczne;Kula biotyczna to generowana wokó³ u¿ytkownika sfera chroni¹ca osoby bêd¹ce wewn¹trz niej w momencie tworzenia siê i utrudniaj¹ca trafienie ich przez osoby na zewn¹trz. U¿ytkownik nie wybiera, kogo kula rozpoznaje jako sojusznika, a kogo jako przeciwnika - decyduje o tym kto znalaz³ siê w promieniu jej dzia³ania w momencie stworzenia.;self
167;Kula Biotyczna;5AB;0;0;9;5;0;0;0;0;0;0;Biotyczne;Kula biotyczna to generowana wokó³ u¿ytkownika sfera chroni¹ca osoby bêd¹ce wewn¹trz niej w momencie tworzenia siê i utrudniaj¹ca trafienie ich przez osoby na zewn¹trz. U¿ytkownik nie wybiera, kogo kula rozpoznaje jako sojusznika, a kogo jako przeciwnika - decyduje o tym kto znalaz³ siê w promieniu jej dzia³ania w momencie stworzenia.;self
168;Kula Biotyczna;5BA;0;0;10;5;0;0;0;0;0;0;Biotyczne;Kula biotyczna to generowana wokó³ u¿ytkownika sfera chroni¹ca osoby bêd¹ce wewn¹trz niej w momencie tworzenia siê i utrudniaj¹ca trafienie ich przez osoby na zewn¹trz. U¿ytkownik nie wybiera, kogo kula rozpoznaje jako sojusznika, a kogo jako przeciwnika - decyduje o tym kto znalaz³ siê w promieniu jej dzia³ania w momencie stworzenia.;self
169;Kula Biotyczna;5BB;0;0;9;5;0;0;0;0;0;0;Biotyczne;Kula biotyczna to generowana wokó³ u¿ytkownika sfera chroni¹ca osoby bêd¹ce wewn¹trz niej w momencie tworzenia siê i utrudniaj¹ca trafienie ich przez osoby na zewn¹trz. U¿ytkownik nie wybiera, kogo kula rozpoznaje jako sojusznika, a kogo jako przeciwnika - decyduje o tym kto znalaz³ siê w promieniu jej dzia³ania w momencie stworzenia.;self
170;Kula Biotyczna;6AAA;0;0;10;5;0;0;0;0;0;0;Biotyczne;Kula biotyczna to generowana wokó³ u¿ytkownika sfera chroni¹ca osoby bêd¹ce wewn¹trz niej w momencie tworzenia siê i utrudniaj¹ca trafienie ich przez osoby na zewn¹trz. U¿ytkownik nie wybiera, kogo kula rozpoznaje jako sojusznika, a kogo jako przeciwnika - decyduje o tym kto znalaz³ siê w promieniu jej dzia³ania w momencie stworzenia.;self
171;Kula Biotyczna;6AAB;0;0;10;5;0;0;0;0;0;0;Biotyczne;Kula biotyczna to generowana wokó³ u¿ytkownika sfera chroni¹ca osoby bêd¹ce wewn¹trz niej w momencie tworzenia siê i utrudniaj¹ca trafienie ich przez osoby na zewn¹trz. U¿ytkownik nie wybiera, kogo kula rozpoznaje jako sojusznika, a kogo jako przeciwnika - decyduje o tym kto znalaz³ siê w promieniu jej dzia³ania w momencie stworzenia.;self
172;Kula Biotyczna;6ABB;0;0;9;5;0;0;0;0;0;0;Biotyczne;Kula biotyczna to generowana wokó³ u¿ytkownika sfera chroni¹ca osoby bêd¹ce wewn¹trz niej w momencie tworzenia siê i utrudniaj¹ca trafienie ich przez osoby na zewn¹trz. U¿ytkownik nie wybiera, kogo kula rozpoznaje jako sojusznika, a kogo jako przeciwnika - decyduje o tym kto znalaz³ siê w promieniu jej dzia³ania w momencie stworzenia.;self
173;Kula Biotyczna;6BBB;0;0;9;5;0;0;0;0;0;0;Biotyczne;Kula biotyczna to generowana wokó³ u¿ytkownika sfera chroni¹ca osoby bêd¹ce wewn¹trz niej w momencie tworzenia siê i utrudniaj¹ca trafienie ich przez osoby na zewn¹trz. U¿ytkownik nie wybiera, kogo kula rozpoznaje jako sojusznika, a kogo jako przeciwnika - decyduje o tym kto znalaz³ siê w promieniu jej dzia³ania w momencie stworzenia.;self
174;Kula Biotyczna;6BBA;0;0;9;5;0;0;0;0;0;0;Biotyczne;Kula biotyczna to generowana wokó³ u¿ytkownika sfera chroni¹ca osoby bêd¹ce wewn¹trz niej w momencie tworzenia siê i utrudniaj¹ca trafienie ich przez osoby na zewn¹trz. U¿ytkownik nie wybiera, kogo kula rozpoznaje jako sojusznika, a kogo jako przeciwnika - decyduje o tym kto znalaz³ siê w promieniu jej dzia³ania w momencie stworzenia.;self
175;Kula Biotyczna;6BAA;0;0;10;5;0;0;0;0;0;0;Biotyczne;Kula biotyczna to generowana wokó³ u¿ytkownika sfera chroni¹ca osoby bêd¹ce wewn¹trz niej w momencie tworzenia siê i utrudniaj¹ca trafienie ich przez osoby na zewn¹trz. U¿ytkownik nie wybiera, kogo kula rozpoznaje jako sojusznika, a kogo jako przeciwnika - decyduje o tym kto znalaz³ siê w promieniu jej dzia³ania w momencie stworzenia.;self
176;Kula Biotyczna;6ABA;0;0;9;5;0;0;0;0;0;0;Biotyczne;Kula biotyczna to generowana wokó³ u¿ytkownika sfera chroni¹ca osoby bêd¹ce wewn¹trz niej w momencie tworzenia siê i utrudniaj¹ca trafienie ich przez osoby na zewn¹trz. U¿ytkownik nie wybiera, kogo kula rozpoznaje jako sojusznika, a kogo jako przeciwnika - decyduje o tym kto znalaz³ siê w promieniu jej dzia³ania w momencie stworzenia.;self
177;Kula Biotyczna;6BAB;0;0;10;5;0;0;0;0;0;0;Biotyczne;Kula biotyczna to generowana wokó³ u¿ytkownika sfera chroni¹ca osoby bêd¹ce wewn¹trz niej w momencie tworzenia siê i utrudniaj¹ca trafienie ich przez osoby na zewn¹trz. U¿ytkownik nie wybiera, kogo kula rozpoznaje jako sojusznika, a kogo jako przeciwnika - decyduje o tym kto znalaz³ siê w promieniu jej dzia³ania w momencie stworzenia.;self
178;Skupienie biotyczne;1;0;0;10;0;0;0;0;0;0;0;Biotyczne;Skupienie biotyczne pozwala u¿ytkownikowi na wzmocnienie struktury miêœni za pomoc¹ biotyki, czego efektem jest zmniejszenie otrzymywanych przez niego obra¿eñ, oraz zwiêkszenie tych zadawanych w walce wrêcz. Dodatkowo, na czas trwania zdolnoœci postaæ jest w stanie poruszaæ siê szybciej ni¿ przeciwnicy, co czyni j¹ trudniejsz¹ do trafienia w walce.;self
179;Skupienie biotyczne;2;0;0;10;5;0;0;0;0;0;0;Biotyczne;Skupienie biotyczne pozwala u¿ytkownikowi na wzmocnienie struktury miêœni za pomoc¹ biotyki, czego efektem jest zmniejszenie otrzymywanych przez niego obra¿eñ, oraz zwiêkszenie tych zadawanych w walce wrêcz. Dodatkowo, na czas trwania zdolnoœci postaæ jest w stanie poruszaæ siê szybciej ni¿ przeciwnicy, co czyni j¹ trudniejsz¹ do trafienia w walce.;self
180;Skupienie biotyczne;3;0;0;10;5;0;0;0;0;0;0;Biotyczne;Skupienie biotyczne pozwala u¿ytkownikowi na wzmocnienie struktury miêœni za pomoc¹ biotyki, czego efektem jest zmniejszenie otrzymywanych przez niego obra¿eñ, oraz zwiêkszenie tych zadawanych w walce wrêcz. Dodatkowo, na czas trwania zdolnoœci postaæ jest w stanie poruszaæ siê szybciej ni¿ przeciwnicy, co czyni j¹ trudniejsz¹ do trafienia w walce.;self
181;Skupienie biotyczne;4A;0;0;10;5;0;0;0;0;0;0;Biotyczne;Skupienie biotyczne pozwala u¿ytkownikowi na wzmocnienie struktury miêœni za pomoc¹ biotyki, czego efektem jest zmniejszenie otrzymywanych przez niego obra¿eñ, oraz zwiêkszenie tych zadawanych w walce wrêcz. Dodatkowo, na czas trwania zdolnoœci postaæ jest w stanie poruszaæ siê szybciej ni¿ przeciwnicy, co czyni j¹ trudniejsz¹ do trafienia w walce.;self
182;Skupienie biotyczne;4B;0;0;10;5;0;0;0;0;0;0;Biotyczne;Skupienie biotyczne pozwala u¿ytkownikowi na wzmocnienie struktury miêœni za pomoc¹ biotyki, czego efektem jest zmniejszenie otrzymywanych przez niego obra¿eñ, oraz zwiêkszenie tych zadawanych w walce wrêcz. Dodatkowo, na czas trwania zdolnoœci postaæ jest w stanie poruszaæ siê szybciej ni¿ przeciwnicy, co czyni j¹ trudniejsz¹ do trafienia w walce.;self
183;Skupienie biotyczne;5AA;0;0;10;5;0;0;0;0;0;0;Biotyczne;Skupienie biotyczne pozwala u¿ytkownikowi na wzmocnienie struktury miêœni za pomoc¹ biotyki, czego efektem jest zmniejszenie otrzymywanych przez niego obra¿eñ, oraz zwiêkszenie tych zadawanych w walce wrêcz. Dodatkowo, na czas trwania zdolnoœci postaæ jest w stanie poruszaæ siê szybciej ni¿ przeciwnicy, co czyni j¹ trudniejsz¹ do trafienia w walce.;self
184;Skupienie biotyczne;5AB;0;0;10;5;0;0;0;0;0;0;Biotyczne;Skupienie biotyczne pozwala u¿ytkownikowi na wzmocnienie struktury miêœni za pomoc¹ biotyki, czego efektem jest zmniejszenie otrzymywanych przez niego obra¿eñ, oraz zwiêkszenie tych zadawanych w walce wrêcz. Dodatkowo, na czas trwania zdolnoœci postaæ jest w stanie poruszaæ siê szybciej ni¿ przeciwnicy, co czyni j¹ trudniejsz¹ do trafienia w walce.;self
185;Skupienie biotyczne;5BA;0;0;10;5;0;0;0;0;0;0;Biotyczne;Skupienie biotyczne pozwala u¿ytkownikowi na wzmocnienie struktury miêœni za pomoc¹ biotyki, czego efektem jest zmniejszenie otrzymywanych przez niego obra¿eñ, oraz zwiêkszenie tych zadawanych w walce wrêcz. Dodatkowo, na czas trwania zdolnoœci postaæ jest w stanie poruszaæ siê szybciej ni¿ przeciwnicy, co czyni j¹ trudniejsz¹ do trafienia w walce.;self
186;Skupienie biotyczne;5BB;0;0;10;5;0;0;0;0;0;0;Biotyczne;Skupienie biotyczne pozwala u¿ytkownikowi na wzmocnienie struktury miêœni za pomoc¹ biotyki, czego efektem jest zmniejszenie otrzymywanych przez niego obra¿eñ, oraz zwiêkszenie tych zadawanych w walce wrêcz. Dodatkowo, na czas trwania zdolnoœci postaæ jest w stanie poruszaæ siê szybciej ni¿ przeciwnicy, co czyni j¹ trudniejsz¹ do trafienia w walce.;self
187;Skupienie biotyczne;6AAA;0;0;10;5;0;0;0;0;0;0;Biotyczne;Skupienie biotyczne pozwala u¿ytkownikowi na wzmocnienie struktury miêœni za pomoc¹ biotyki, czego efektem jest zmniejszenie otrzymywanych przez niego obra¿eñ, oraz zwiêkszenie tych zadawanych w walce wrêcz. Dodatkowo, na czas trwania zdolnoœci postaæ jest w stanie poruszaæ siê szybciej ni¿ przeciwnicy, co czyni j¹ trudniejsz¹ do trafienia w walce.;self
188;Skupienie biotyczne;6AAB;0;0;10;5;0;0;0;0;0;0;Biotyczne;Skupienie biotyczne pozwala u¿ytkownikowi na wzmocnienie struktury miêœni za pomoc¹ biotyki, czego efektem jest zmniejszenie otrzymywanych przez niego obra¿eñ, oraz zwiêkszenie tych zadawanych w walce wrêcz. Dodatkowo, na czas trwania zdolnoœci postaæ jest w stanie poruszaæ siê szybciej ni¿ przeciwnicy, co czyni j¹ trudniejsz¹ do trafienia w walce.;self
189;Skupienie biotyczne;6ABB;0;0;10;5;0;0;0;0;0;0;Biotyczne;Skupienie biotyczne pozwala u¿ytkownikowi na wzmocnienie struktury miêœni za pomoc¹ biotyki, czego efektem jest zmniejszenie otrzymywanych przez niego obra¿eñ, oraz zwiêkszenie tych zadawanych w walce wrêcz. Dodatkowo, na czas trwania zdolnoœci postaæ jest w stanie poruszaæ siê szybciej ni¿ przeciwnicy, co czyni j¹ trudniejsz¹ do trafienia w walce.;self
190;Skupienie biotyczne;6BBB;0;0;10;5;0;0;0;0;0;0;Biotyczne;Skupienie biotyczne pozwala u¿ytkownikowi na wzmocnienie struktury miêœni za pomoc¹ biotyki, czego efektem jest zmniejszenie otrzymywanych przez niego obra¿eñ, oraz zwiêkszenie tych zadawanych w walce wrêcz. Dodatkowo, na czas trwania zdolnoœci postaæ jest w stanie poruszaæ siê szybciej ni¿ przeciwnicy, co czyni j¹ trudniejsz¹ do trafienia w walce.;self
191;Skupienie biotyczne;6BBA;0;0;10;5;0;0;0;0;0;0;Biotyczne;Skupienie biotyczne pozwala u¿ytkownikowi na wzmocnienie struktury miêœni za pomoc¹ biotyki, czego efektem jest zmniejszenie otrzymywanych przez niego obra¿eñ, oraz zwiêkszenie tych zadawanych w walce wrêcz. Dodatkowo, na czas trwania zdolnoœci postaæ jest w stanie poruszaæ siê szybciej ni¿ przeciwnicy, co czyni j¹ trudniejsz¹ do trafienia w walce.;self
192;Skupienie biotyczne;6BAA;0;0;10;5;0;0;0;0;0;0;Biotyczne;Skupienie biotyczne pozwala u¿ytkownikowi na wzmocnienie struktury miêœni za pomoc¹ biotyki, czego efektem jest zmniejszenie otrzymywanych przez niego obra¿eñ, oraz zwiêkszenie tych zadawanych w walce wrêcz. Dodatkowo, na czas trwania zdolnoœci postaæ jest w stanie poruszaæ siê szybciej ni¿ przeciwnicy, co czyni j¹ trudniejsz¹ do trafienia w walce.;self
193;Skupienie biotyczne;6ABA;0;0;10;5;0;0;0;0;0;0;Biotyczne;Skupienie biotyczne pozwala u¿ytkownikowi na wzmocnienie struktury miêœni za pomoc¹ biotyki, czego efektem jest zmniejszenie otrzymywanych przez niego obra¿eñ, oraz zwiêkszenie tych zadawanych w walce wrêcz. Dodatkowo, na czas trwania zdolnoœci postaæ jest w stanie poruszaæ siê szybciej ni¿ przeciwnicy, co czyni j¹ trudniejsz¹ do trafienia w walce.;self
194;Skupienie biotyczne;6BAB;0;0;10;5;0;0;0;0;0;0;Biotyczne;Skupienie biotyczne pozwala u¿ytkownikowi na wzmocnienie struktury miêœni za pomoc¹ biotyki, czego efektem jest zmniejszenie otrzymywanych przez niego obra¿eñ, oraz zwiêkszenie tych zadawanych w walce wrêcz. Dodatkowo, na czas trwania zdolnoœci postaæ jest w stanie poruszaæ siê szybciej ni¿ przeciwnicy, co czyni j¹ trudniejsz¹ do trafienia w walce.;self
195;Skok adrenaliny;1;0;0;5;0;0;0;0;0;0;0;Bojowe;Skok adrenaliny wyzwala u ¿o³nierza wiêksz¹ iloœæ tego hormonu w organizmie, dziêki czemu reaguje on b³yskawicznie, samemu widz¹c œwiat wrêcz w lekkim spowolnieniu. Dziêki temu mo¿e dok³adniej wycelowaæ z broni, jak i uchroniæ siê przed nadci¹gaj¹cym atakiem. Adrenalina mo¿e pomóc zignorowaæ ból wywo³any ranami, lub zmusiæ organizm do niezwyk³ego wysi³ku fizycznego, a tak¿e przyspieszyæ dzia³ania w czasie walki.;self
196;Skok adrenaliny;2;0;0;5;0;0;0;0;0;0;0;Bojowe;Skok adrenaliny wyzwala u ¿o³nierza wiêksz¹ iloœæ tego hormonu w organizmie, dziêki czemu reaguje on b³yskawicznie, samemu widz¹c œwiat wrêcz w lekkim spowolnieniu. Dziêki temu mo¿e dok³adniej wycelowaæ z broni, jak i uchroniæ siê przed nadci¹gaj¹cym atakiem. Adrenalina mo¿e pomóc zignorowaæ ból wywo³any ranami, lub zmusiæ organizm do niezwyk³ego wysi³ku fizycznego, a tak¿e przyspieszyæ dzia³ania w czasie walki.;self
197;Skok adrenaliny;3;0;0;5;0;0;0;0;0;0;0;Bojowe;Skok adrenaliny wyzwala u ¿o³nierza wiêksz¹ iloœæ tego hormonu w organizmie, dziêki czemu reaguje on b³yskawicznie, samemu widz¹c œwiat wrêcz w lekkim spowolnieniu. Dziêki temu mo¿e dok³adniej wycelowaæ z broni, jak i uchroniæ siê przed nadci¹gaj¹cym atakiem. Adrenalina mo¿e pomóc zignorowaæ ból wywo³any ranami, lub zmusiæ organizm do niezwyk³ego wysi³ku fizycznego, a tak¿e przyspieszyæ dzia³ania w czasie walki.;self
198;Skok adrenaliny;4A;0;0;5;0;0;0;0;0;0;0;Bojowe;Skok adrenaliny wyzwala u ¿o³nierza wiêksz¹ iloœæ tego hormonu w organizmie, dziêki czemu reaguje on b³yskawicznie, samemu widz¹c œwiat wrêcz w lekkim spowolnieniu. Dziêki temu mo¿e dok³adniej wycelowaæ z broni, jak i uchroniæ siê przed nadci¹gaj¹cym atakiem. Adrenalina mo¿e pomóc zignorowaæ ból wywo³any ranami, lub zmusiæ organizm do niezwyk³ego wysi³ku fizycznego, a tak¿e przyspieszyæ dzia³ania w czasie walki.;self
199;Skok adrenaliny;4B;0;0;5;0;0;0;0;0;0;0;Bojowe;Skok adrenaliny wyzwala u ¿o³nierza wiêksz¹ iloœæ tego hormonu w organizmie, dziêki czemu reaguje on b³yskawicznie, samemu widz¹c œwiat wrêcz w lekkim spowolnieniu. Dziêki temu mo¿e dok³adniej wycelowaæ z broni, jak i uchroniæ siê przed nadci¹gaj¹cym atakiem. Adrenalina mo¿e pomóc zignorowaæ ból wywo³any ranami, lub zmusiæ organizm do niezwyk³ego wysi³ku fizycznego, a tak¿e przyspieszyæ dzia³ania w czasie walki.;self
200;Skok adrenaliny;5AA;0;0;4;0;0;0;0;0;0;0;Bojowe;Skok adrenaliny wyzwala u ¿o³nierza wiêksz¹ iloœæ tego hormonu w organizmie, dziêki czemu reaguje on b³yskawicznie, samemu widz¹c œwiat wrêcz w lekkim spowolnieniu. Dziêki temu mo¿e dok³adniej wycelowaæ z broni, jak i uchroniæ siê przed nadci¹gaj¹cym atakiem. Adrenalina mo¿e pomóc zignorowaæ ból wywo³any ranami, lub zmusiæ organizm do niezwyk³ego wysi³ku fizycznego, a tak¿e przyspieszyæ dzia³ania w czasie walki.;self
201;Skok adrenaliny;5AB;0;0;5;0;0;0;0;0;0;0;Bojowe;Skok adrenaliny wyzwala u ¿o³nierza wiêksz¹ iloœæ tego hormonu w organizmie, dziêki czemu reaguje on b³yskawicznie, samemu widz¹c œwiat wrêcz w lekkim spowolnieniu. Dziêki temu mo¿e dok³adniej wycelowaæ z broni, jak i uchroniæ siê przed nadci¹gaj¹cym atakiem. Adrenalina mo¿e pomóc zignorowaæ ból wywo³any ranami, lub zmusiæ organizm do niezwyk³ego wysi³ku fizycznego, a tak¿e przyspieszyæ dzia³ania w czasie walki.;self
202;Skok adrenaliny;5BA;0;0;4;0;0;0;0;0;0;0;Bojowe;Skok adrenaliny wyzwala u ¿o³nierza wiêksz¹ iloœæ tego hormonu w organizmie, dziêki czemu reaguje on b³yskawicznie, samemu widz¹c œwiat wrêcz w lekkim spowolnieniu. Dziêki temu mo¿e dok³adniej wycelowaæ z broni, jak i uchroniæ siê przed nadci¹gaj¹cym atakiem. Adrenalina mo¿e pomóc zignorowaæ ból wywo³any ranami, lub zmusiæ organizm do niezwyk³ego wysi³ku fizycznego, a tak¿e przyspieszyæ dzia³ania w czasie walki.;self
203;Skok adrenaliny;5BB;0;0;5;0;0;0;0;0;0;0;Bojowe;Skok adrenaliny wyzwala u ¿o³nierza wiêksz¹ iloœæ tego hormonu w organizmie, dziêki czemu reaguje on b³yskawicznie, samemu widz¹c œwiat wrêcz w lekkim spowolnieniu. Dziêki temu mo¿e dok³adniej wycelowaæ z broni, jak i uchroniæ siê przed nadci¹gaj¹cym atakiem. Adrenalina mo¿e pomóc zignorowaæ ból wywo³any ranami, lub zmusiæ organizm do niezwyk³ego wysi³ku fizycznego, a tak¿e przyspieszyæ dzia³ania w czasie walki.;self
204;Skok adrenaliny;6AAA;0;0;4;0;0;0;0;0;0;0;Bojowe;Skok adrenaliny wyzwala u ¿o³nierza wiêksz¹ iloœæ tego hormonu w organizmie, dziêki czemu reaguje on b³yskawicznie, samemu widz¹c œwiat wrêcz w lekkim spowolnieniu. Dziêki temu mo¿e dok³adniej wycelowaæ z broni, jak i uchroniæ siê przed nadci¹gaj¹cym atakiem. Adrenalina mo¿e pomóc zignorowaæ ból wywo³any ranami, lub zmusiæ organizm do niezwyk³ego wysi³ku fizycznego, a tak¿e przyspieszyæ dzia³ania w czasie walki.;self
205;Skok adrenaliny;6AAB;0;0;4;0;0;0;0;0;0;0;Bojowe;Skok adrenaliny wyzwala u ¿o³nierza wiêksz¹ iloœæ tego hormonu w organizmie, dziêki czemu reaguje on b³yskawicznie, samemu widz¹c œwiat wrêcz w lekkim spowolnieniu. Dziêki temu mo¿e dok³adniej wycelowaæ z broni, jak i uchroniæ siê przed nadci¹gaj¹cym atakiem. Adrenalina mo¿e pomóc zignorowaæ ból wywo³any ranami, lub zmusiæ organizm do niezwyk³ego wysi³ku fizycznego, a tak¿e przyspieszyæ dzia³ania w czasie walki.;self
206;Skok adrenaliny;6ABB;0;0;5;0;0;0;0;0;0;0;Bojowe;Skok adrenaliny wyzwala u ¿o³nierza wiêksz¹ iloœæ tego hormonu w organizmie, dziêki czemu reaguje on b³yskawicznie, samemu widz¹c œwiat wrêcz w lekkim spowolnieniu. Dziêki temu mo¿e dok³adniej wycelowaæ z broni, jak i uchroniæ siê przed nadci¹gaj¹cym atakiem. Adrenalina mo¿e pomóc zignorowaæ ból wywo³any ranami, lub zmusiæ organizm do niezwyk³ego wysi³ku fizycznego, a tak¿e przyspieszyæ dzia³ania w czasie walki.;self
207;Skok adrenaliny;6BBB;0;0;5;0;0;0;0;0;0;0;Bojowe;Skok adrenaliny wyzwala u ¿o³nierza wiêksz¹ iloœæ tego hormonu w organizmie, dziêki czemu reaguje on b³yskawicznie, samemu widz¹c œwiat wrêcz w lekkim spowolnieniu. Dziêki temu mo¿e dok³adniej wycelowaæ z broni, jak i uchroniæ siê przed nadci¹gaj¹cym atakiem. Adrenalina mo¿e pomóc zignorowaæ ból wywo³any ranami, lub zmusiæ organizm do niezwyk³ego wysi³ku fizycznego, a tak¿e przyspieszyæ dzia³ania w czasie walki.;self
208;Skok adrenaliny;6BBA;0;0;5;0;0;0;0;0;0;0;Bojowe;Skok adrenaliny wyzwala u ¿o³nierza wiêksz¹ iloœæ tego hormonu w organizmie, dziêki czemu reaguje on b³yskawicznie, samemu widz¹c œwiat wrêcz w lekkim spowolnieniu. Dziêki temu mo¿e dok³adniej wycelowaæ z broni, jak i uchroniæ siê przed nadci¹gaj¹cym atakiem. Adrenalina mo¿e pomóc zignorowaæ ból wywo³any ranami, lub zmusiæ organizm do niezwyk³ego wysi³ku fizycznego, a tak¿e przyspieszyæ dzia³ania w czasie walki.;self
209;Skok adrenaliny;6BAA;0;0;4;0;0;0;0;0;0;0;Bojowe;Skok adrenaliny wyzwala u ¿o³nierza wiêksz¹ iloœæ tego hormonu w organizmie, dziêki czemu reaguje on b³yskawicznie, samemu widz¹c œwiat wrêcz w lekkim spowolnieniu. Dziêki temu mo¿e dok³adniej wycelowaæ z broni, jak i uchroniæ siê przed nadci¹gaj¹cym atakiem. Adrenalina mo¿e pomóc zignorowaæ ból wywo³any ranami, lub zmusiæ organizm do niezwyk³ego wysi³ku fizycznego, a tak¿e przyspieszyæ dzia³ania w czasie walki.;self
